"","INSEE","ABS","winner","PCfn"
"741","02330",25.97,"LUD",34.64
"742","02331",34.95,"LFN",50
"743","02332",42.29,"LFN",48.96
"744","02333",50.91,"LFN",39.22
"745","02334",43.36,"LFN",45.4
"746","02335",41.76,"LFN",56.38
"747","02336",41.62,"LFN",51.75
"748","02337",40.4,"LFN",53.41
"749","02338",46.46,"LFN",36.19
"750","02339",54.34,"LFN",50.23
"751","02340",42.32,"LFN",42.69
"752","02341",38.97,"LFN",56.1
"753","02342",38.68,"LUD",41.27
"754","02343",22.41,"LUD",40.48
"755","02344",46.15,"LUD",28.57
"756","02345",16.67,"LFN",52.17
"757","02346",44.88,"LFN",47.39
"758","02347",37.21,"LFN",52.73
"759","02348",41.35,"LFN",43.42
"760","02349",26.19,"LFN",41.38
"761","02350",28.45,"LFN",51.9
"762","02351",40.63,"LFN",33.33
"763","02352",44.59,"LFN",49
"764","02353",30.67,"LFN",43.62
"765","02354",40,"LFN",52.5
"766","02355",34.42,"LFN",40.5
"767","02356",50.76,"LFN",42.19
"768","02357",36.84,"LUD",38.24
"769","02358",45.39,"LFN",48.15
"770","02359",36.61,"LFN",41.21
"771","02360",46.38,"LFN",42.07
"772","02361",44.22,"LFN",43.47
"773","02362",35.35,"LFN",36.72
"774","02363",45.79,"LFN",55.06
"775","02364",43.18,"LFN",39.18
"776","02366",50.47,"LFN",49
"777","02367",27.12,"LFN",54.22
"778","02368",34.73,"LFN",52.16
"779","02369",30.85,"LFN",42.97
"780","02370",37.67,"LFN",48.89
"781","02371",32.78,"LFN",36.11
"782","02372",39.74,"LFN",52.94
"783","02373",44.71,"LFN",35.14
"784","02374",30.46,"LFN",38.58
"785","02375",39.05,"LFN",48.44
"786","02376",38.52,"LFN",51.35
"787","02377",37.17,"LUD",36.23
"788","02378",39.37,"LFN",45.83
"789","02379",38.46,"LUD",37.38
"790","02380",35.29,"LFN",50
"791","02381",53.74,"LFN",42.29
"792","02382",31.47,"LFN",43.33
"793","02383",32.22,"LUD",36.62
"794","02384",33.33,"LFN",55.56
"795","02385",35.77,"LFN",55.81
"796","02386",44.64,"LFN",49.43
"797","02387",33.45,"LUD",37.28
"798","02388",40.13,"LFN",60.44
"799","02389",46.44,"LFN",38.49
"800","02390",39.2,"LFN",49.52
"801","02391",52.67,"LFN",44.29
"802","02392",31.14,"LFN",48.37
"803","02393",43.64,"LFN",43.33
"804","02395",36.07,"LFN",44.87
"805","02396",24.32,"LUD",33.33
"806","02397",46.33,"LFN",50.1
"807","02398",45.29,"LFN",58.82
"808","02399",53.15,"LFN",47.95
"809","02400",40.91,"LFN",53.97
"810","02401",41.33,"LFN",61.33
"811","02402",37.78,"LFN",62.96
"812","02403",43.5,"LFN",58.33
"813","02404",46.94,"LFN",47.22
"814","02405",46.17,"LFN",37.78
"815","02406",38.38,"LUD",28.33
"816","02407",37.06,"LFN",35.96
"817","02408",53.16,"LFN",33.22
"818","02409",37.26,"LFN",47.66
"819","02410",43.65,"LFN",36.73
"820","02411",41.33,"LFN",52.38
"821","02412",32.43,"LFN",55.1
"822","02413",22.6,"LFN",45.8
"823","02414",29.7,"LFN",42.34
"824","02415",45.19,"LFN",63.64
"825","02416",37.43,"LUD",35.11
"826","02417",29.49,"LFN",46.15
"827","02418",42.94,"LFN",42.7
"828","02419",37.56,"LFN",45.26
"829","02420",32.09,"LFN",48.39
"830","02421",42.62,"LFN",50
"831","02422",45.78,"LFN",45.11
"832","02423",46.15,"LFN",60.87
"833","02424",31.11,"LFN",39.66
"834","02425",36.84,"LFN",51.95
"835","02426",36.21,"LFN",46.3
"836","02427",44.57,"LFN",59.18
"837","02428",39.29,"LUD",33.33
"838","02429",28.4,"LFN",33.96
"839","02430",41.45,"LFN",53.35
"840","02431",34.64,"LFN",42.44
"841","02432",38.1,"LFN",48.86
"842","02433",42.72,"LFN",39.66
"843","02434",32.98,"LFN",39.34
"844","02435",37.14,"LFN",54.76
"845","02438",33.68,"LUD",35.2
"846","02439",51.97,"LFN",43.41
"847","02440",39.45,"LFN",58.73
"848","02441",39.05,"LUD",36.89
"849","02442",31.58,"LFN",50
"850","02443",41.84,"LFN",49.33
"851","02444",41.74,"LFN",52.46
"852","02445",42.19,"LFN",40.3
"853","02446",32.58,"LFN",33.9
"854","02447",37.11,"LFN",33.9
"855","02448",32.41,"LFN",47.22
"856","02449",42.59,"LFN",31.03
"857","02450",36.82,"LFN",50.89
"858","02451",34.48,"LFN",54.17
"859","02452",22.47,"LUD",41.18
"860","02453",51.59,"LFN",53.33
"861","02454",50.37,"LFN",43.75
"862","02455",40.51,"LFN",57.3
"863","02456",42.61,"LFN",45.89
"864","02457",45.48,"LFN",52.73
"865","02458",44.87,"LFN",51.56
"866","02459",25.52,"LUD",36.11
"867","02460",41.86,"LFN",50
"868","02461",47.54,"LFN",55.17
"869","02462",37.1,"LFN",58.41
"870","02463",27.78,"LFN",50
"871","02464",31.9,"LFN",43.87
"872","02465",47.27,"LFN",49.37
"873","02466",46.3,"LUD",32.73
"874","02467",37.78,"LFN",32.14
"875","02468",41.08,"LFN",42.82
"876","02469",34.93,"LFN",44.34
"877","02470",39.33,"LFN",42.86
"878","02471",31.25,"LFN",36.92
"879","02472",49.42,"LFN",38.92
"880","02473",35.61,"LFN",59.04
"881","02474",43.88,"LFN",38.31
"882","02475",47.21,"LFN",39.39
"883","02476",43.49,"LFN",55.24
"884","02477",38.42,"LFN",37.74
"885","02478",39.67,"LFN",33.01
"886","02479",18.37,"LFN",44.74
"887","02480",48.24,"LFN",56.45
"888","02481",29.76,"LUD",37.01
"889","02482",21.62,"LFN",53.57
"890","02483",31.58,"LFN",38.85
"891","02484",48.41,"LFN",54.55
"892","02485",33.33,"LFN",46.15
"893","02486",28.13,"LFN",43.18
"894","02487",43.02,"LFN",50.88
"895","02488",38.66,"LFN",67.12
"896","02489",31.38,"LFN",39.62
"897","02490",28.07,"LUD",32.5
"898","02491",44.2,"LFN",47.65
"899","02492",34.8,"LFN",47.42
"900","02493",33.96,"LFN",49.51
"901","02494",35.04,"LFN",52
"902","02495",47.81,"LFN",44.39
"903","02496",45,"LFN",41.46
"904","02497",39.36,"LFN",39.79
"905","02498",39.71,"LFN",45.04
"906","02499",36.11,"LUD",26.09
"907","02500",39.74,"LFN",44.32
"908","02501",29.03,"LFN",34.88
"909","02502",53.49,"LFN",44.4
"910","02503",44.51,"LFN",49.61
"911","02504",46.17,"LFN",48.39
"912","02505",36.42,"LFN",55.68
"913","02506",32.69,"LUD",26.47
"914","02507",44.74,"LUD",33.33
"915","02508",25.77,"LFN",44.12
"916","02509",35.2,"LFN",44.87
"917","02510",36.36,"LFN",41.43
"918","02511",38.94,"LFN",51.11
"919","02512",51.06,"LFN",49.44
"920","02513",30.83,"LFN",48.19
"921","02514",41.76,"LFN",48.86
"922","02515",44.44,"LFN",44.83
"923","02516",28.26,"LFN",42.86
"924","02517",47.9,"LFN",46.61
"925","02518",47.49,"LFN",47.79
"926","02519",37.59,"LFN",36.36
"927","02520",46.75,"LFN",58.85
"928","02521",52.13,"LFN",48.18
"929","02522",39.58,"LUD",44.44
"930","02523",39.34,"LFN",47.22
"931","02524",43.34,"LFN",44.98
"932","02525",28.86,"LFN",43.32
"933","02526",47.06,"LUD",32.56
"934","02527",35.35,"LFN",50.52
"935","02528",35.39,"LFN",45.54
"936","02529",39.74,"LFN",41.3
"937","02530",53.03,"LFN",41.38
"938","02531",45.65,"LFN",41.67
"939","02532",33.88,"LFN",40.91
"940","02533",36.73,"LFN",49.18
"941","02534",22.86,"LUD",8
"942","02535",30.69,"LUD",31.82
"943","02536",24.64,"LUD",24.44
"944","02537",43.22,"LFN",37.88
"945","02538",38.6,"LFN",58.06
"946","02539",46.52,"LFN",41.16
"947","02540",40.28,"LFN",42.89
"948","02541",50.35,"LFN",49.65
"949","02542",44.74,"LUD",25
"950","02543",52.13,"LFN",50.51
"951","02544",42.86,"LFN",49.16
"952","02545",28.45,"LFN",42.11
"953","02546",35.14,"LFN",44.44
"954","02547",40,"LFN",50
"955","02548",45.21,"LFN",41.33
"956","02549",36.06,"LFN",41.86
"957","02550",45.68,"LFN",54.55
"958","02551",48.45,"LFN",57.45
"959","02552",34.29,"LFN",49.45
"960","02553",44.05,"LUD",40.86
"961","02554",41.35,"LFN",43.47
"962","02555",52.15,"LFN",50.77
"963","02556",40.85,"LFN",53.66
"964","02557",54.55,"LFN",42.55
"965","02558",44.59,"LFN",50.45
"966","02559",48.78,"LFN",46.15
"967","02560",35.6,"LUD",38.84
"968","02561",28.57,"LUD",25.58
"969","02562",37.68,"LFN",53.49
"970","02563",34.64,"LFN",45.45
"971","02564",33.68,"LFN",47.93
"972","02565",53.26,"LFN",38.75
"973","02566",44.76,"LFN",48.54
"974","02567",33.62,"LFN",39.74
"975","02568",29.71,"LFN",36.17
"976","02569",45.07,"LFN",50.31
"977","02570",36.59,"LUD",42.31
"978","02571",28.54,"LFN",39.61
"979","02572",49.87,"LFN",39.66
"980","02573",16.67,"LUD",35
"981","02574",44.59,"LFN",44.19
"982","02575",45.15,"LFN",49.77
"983","02576",37.55,"LFN",57.62
"984","02577",33.33,"LFN",42.31
"985","02578",24.14,"LFN",47.62
"986","02579",39.82,"LFN",44.62
"987","02580",45.04,"LFN",47.24
"988","02581",48.95,"LFN",53.04
"989","02582",24.24,"LUD",27.08
"990","02583",25.53,"LFN",34.29
"991","02584",20.62,"LFN",61.64
"992","02585",39.41,"LFN",40
"993","02586",30.08,"LUD",31.76
"994","02587",35.4,"LFN",31.58
"995","02588",30,"LFN",37.5
"996","02589",39.9,"LFN",47.32
"997","02590",29.71,"LUD",24.73
"998","02591",38.38,"LFN",73.33
"999","02592",41.1,"LUD",34.07
"1000","02593",39.11,"LFN",43.99
"1001","02594",54.24,"LFN",68
"1002","02595",39.09,"LFN",54.84
"1003","02596",44.88,"LFN",45.76
"1004","02597",32.73,"LUD",27.78
"1005","02598",44.03,"LFN",43.09
"1006","02599",44.28,"LFN",53.77
"1007","02600",38.41,"LFN",43.56
"1008","02601",52.82,"LFN",43.94
"1009","02602",42.33,"LFN",48.24
"1010","02604",32.2,"LUD",32.5
"1011","02605",44.59,"LFN",65.82
"1012","02606",49.23,"LFN",54.55
"1013","02607",25.86,"LFN",42.86
"1014","02608",37.92,"LFN",52.13
"1015","02609",38.46,"LUD",18.75
"1016","02610",34.94,"LFN",41.39
"1017","02612",43,"LFN",60.71
"1018","02613",44.14,"LFN",49.26
"1019","02614",33.33,"LFN",46.1
"1020","02615",24.08,"LUD",26.82
"1021","02616",33.33,"LFN",43.88
"1022","02617",42.9,"LFN",51.23
"1023","02618",42.25,"LFN",47.83
"1024","02619",43.2,"LFN",36.59
"1025","02620",45.02,"LFN",58.49
"1026","02621",34.95,"LFN",33.01
"1027","02622",44.74,"LUD",33.33
"1028","02623",38.64,"LUD",37.25
"1029","02624",38.83,"LFN",46.22
"1030","02625",48,"LFN",59.38
"1031","02626",43.91,"LFN",38.73
"1032","02627",35.71,"LUD",37.1
"1033","02628",45.45,"LUD",34.62
"1034","02629",40.81,"LFN",52.31
"1035","02631",47.69,"LFN",49.62
"1036","02632",34.48,"LUD",24.32
"1037","02633",26.19,"LVEG",17.24
"1038","02634",36.36,"LFN",44.12
"1039","02635",30.09,"LFN",44.74
"1040","02636",38.13,"LFN",59.18
"1041","02637",35.56,"LUD",33.93
"1042","02638",37.1,"LFN",43.36
"1043","02639",38.57,"LFN",53.66
"1044","02640",42.62,"LUD",20.9
"1045","02641",45.16,"LUD",36.17
"1046","02642",34.9,"LFN",66.67
"1047","02643",44.76,"LFN",52.63
"1048","02644",37.19,"LFN",48.02
"1049","02645",54.61,"LFN",46.88
"1050","02646",42,"LFN",55.17
"1051","02647",43.4,"LUD",46.43
"1052","02648",39.14,"LFN",46.29
"1053","02649",42.51,"LFN",59.42
"1054","02650",45.17,"LFN",42.38
"1055","02651",49.41,"LFN",40.48
"1056","02652",51.72,"LUD",41.46
"1057","02653",40.22,"LFN",51.16
"1058","02654",27.69,"LUD",38.1
"1059","02655",23.91,"LFN",45.71
"1060","02656",31.41,"LFN",37.7
"1061","02657",46.84,"LFN",44.44
"1062","02658",34.2,"LFN",37.9
"1063","02659",18.96,"LUD",32
"1064","02660",29.55,"LFN",41.94
"1065","02661",30.38,"LUD",30.19
"1066","02662",53.7,"LFN",50.45
"1067","02663",40.36,"LFN",38.95
"1068","02664",40.59,"LFN",50
"1069","02665",37.95,"LFN",48.15
"1070","02666",42.4,"LFN",48.64
"1071","02667",46.67,"LFN",42.11
"1072","02668",33.43,"LFN",43.56
"1073","02669",32.58,"LFN",36.84
"1074","02670",33.33,"LFN",41.1
"1075","02671",50,"LFN",43.48
"1076","02672",36.56,"LFN",53.04
"1077","02673",38.85,"LFN",51.08
"1078","02674",32.61,"LFN",51.72
"1079","02675",25.25,"LFN",50
"1080","02676",52.04,"LFN",46.9
"1081","02677",41.25,"LFN",42.39
"1082","02678",52.63,"LFN",38.46
"1083","02679",47.62,"LFN",50
"1084","02680",44.17,"LFN",40.25
"1085","02681",43.69,"LUD",40.91
"1086","02682",46.46,"LFN",44.9
"1087","02683",38.1,"LFN",55.1
"1088","02684",51.29,"LFN",50.79
"1089","02685",34.86,"LFN",44.93
"1090","02686",42.27,"LFN",50.29
"1091","02687",37.45,"LUD",29.52
"1092","02688",29.79,"LUD",37.5
"1093","02689",44.64,"LUD",25
"1094","02690",33.33,"LUD",32.43
"1095","02691",45.55,"LUD",34.22
"1096","02693",38.27,"LUD",31.58
"1097","02694",40.04,"LFN",47.17
"1098","02695",33.33,"LFN",34.62
"1099","02696",54.93,"LUG",36.67
"1100","02697",28.91,"LFN",48.51
"1101","02698",39.36,"LFN",54.55
"1102","02699",43.97,"LFN",50.79
"1103","02701",48.61,"LFN",41.74
"1104","02702",35.26,"LFN",46.56
"1105","02703",41.07,"LFN",53
"1106","02704",42.05,"LFN",59.09
"1107","02705",40,"LFN",56.12
"1108","02706",32.64,"LFN",47.08
"1109","02707",35.88,"LFN",43.9
"1110","02708",29.19,"LFN",46.51
"1111","02709",49.66,"LFN",53.38
"1112","02710",35.74,"LFN",50.72
"1113","02711",36.23,"LFN",46.46
"1114","02712",40.71,"LFN",56.06
"1115","02713",33.63,"LFN",52.38
"1116","02714",38.01,"LFN",48.87
"1117","02715",25.58,"LFN",41.94
"1118","02716",31.96,"LFN",39.16
"1119","02717",39.92,"LFN",42.6
"1120","02718",33.59,"LUD",27.06
"1121","02719",47.33,"LFN",48.24
"1122","02720",44.2,"LFN",45.68
"1123","02721",33.9,"LFN",48.25
"1124","02722",53.55,"LFN",36.57
"1125","02723",52.38,"LUD",32.5
"1126","02724",35,"LFN",33.33
"1127","02725",34.13,"LFN",53.75
"1128","02726",31.43,"LFN",49.45
"1129","02727",47.43,"LFN",56.18
"1130","02728",40.91,"LFN",51.59
"1131","02729",31.94,"LFN",40.82
"1132","02730",48.17,"LFN",57.89
"1133","02731",42.52,"LUD",33.8
"1134","02732",23.08,"LFN",44.9
"1135","02733",36.04,"LFN",44.29
"1136","02734",40.27,"LFN",45.38
"1137","02735",0,"LUD",18.75
"1138","02736",40.74,"LFN",40.51
"1139","02737",44.78,"LFN",42.51
"1140","02738",52.54,"LFN",43.27
"1141","02739",38.89,"LFN",50.38
"1142","02740",47.91,"LUD",40.95
"1143","02741",38.73,"LFN",44.93
"1144","02742",38.1,"LFN",37.5
"1145","02743",43.48,"LUD",41.27
"1146","02744",31.75,"LFN",52.38
"1147","02745",37,"LFN",37.93
"1148","02746",44.86,"LFN",47.08
"1149","02747",30.65,"LFN",54.76
"1150","02748",47.93,"LFN",43.7
"1151","02749",38.82,"LFN",39.78
"1152","02750",48.97,"LFN",46.7
"1153","02751",33.61,"LFN",40
"1154","02752",33.49,"LFN",44.6
"1155","02753",45.53,"LFN",60.47
"1156","02754",39.6,"LFN",44.19
"1157","02755",38.2,"LFN",40.65
"1158","02756",30.35,"LUD",39.03
"1159","02757",41.57,"LFN",51.07
"1160","02758",41.38,"LFN",47.3
"1161","02759",36.79,"LFN",49.59
"1162","02760",33.82,"LFN",57.14
"1163","02761",40.98,"LFN",44.78
"1164","02762",46.15,"LFN",41.51
"1165","02763",33.11,"LFN",48.45
"1166","02764",40,"LUD",17.07
"1167","02765",31.03,"LUD",29.63
"1168","02766",58.24,"LFN",54.79
"1169","02767",44.98,"LFN",50.65
"1170","02768",47.29,"LFN",54.14
"1171","02769",45.17,"LFN",58.45
"1172","02770",37.8,"LFN",45.34
"1173","02771",51.43,"LFN",53.33
"1174","02772",29,"LFN",52.94
"1175","02773",28.21,"LFN",44.44
"1176","02774",24.21,"LFN",47.89
"1177","02775",36.04,"LFN",43.52
"1178","02776",41.77,"LFN",50.22
"1179","02777",44.37,"LFN",48.1
"1180","02778",33.67,"LFN",32.26
"1181","02779",43.98,"LFN",60.67
"1182","02780",48.32,"LFN",55.38
"1183","02781",39.88,"LFN",49.19
"1184","02782",35.8,"LFN",52.94
"1185","02783",48.7,"LFN",50
"1186","02784",31.67,"LFN",72.73
"1187","02785",31.34,"LUD",37.14
"1188","02786",34.58,"LFN",47.83
"1189","02787",34.05,"LFN",52.17
"1190","02788",37.15,"LFN",56.48
"1191","02789",47.52,"LFN",40.12
"1192","02790",29.38,"LFN",48.28
"1193","02791",32.62,"LFN",34.75
"1194","02792",40.35,"LFN",53.85
"1195","02793",26.6,"LUD",34.33
"1196","02794",48.05,"LFN",34.21
"1197","02795",43.56,"LFN",44.65
"1198","02796",27.54,"LFN",42.86
"1199","02797",34.19,"LFN",52
"1200","02798",52.11,"LFN",48.94
"1201","02799",44.86,"LFN",52.87
"1202","02800",45.88,"LFN",57.43
"1203","02801",43.93,"LUD",33.91
"1204","02802",50,"LFN",44.12
"1205","02803",38.61,"LFN",56.9
"1206","02804",38.1,"LFN",53.33
"1207","02805",47.47,"LFN",52.18
"1208","02806",45.05,"LFN",57.01
"1209","02807",37.92,"LFN",38.36
"1210","02808",39.29,"LFN",52.63
"1211","02809",35.71,"LUD",38.1
"1212","02810",49.88,"LFN",48.65
"1213","02811",35.58,"LFN",50
"1214","02812",36.05,"LFN",34.41
"1215","02813",36.14,"LFN",36.89
"1216","02814",26.03,"LFN",40.4
"1217","02815",37.43,"LUD",38.46
"1218","02816",42.65,"LFN",50
"1219","02817",57.38,"LFN",44
"1220","02818",42.91,"LFN",44.09
"1221","02819",37.11,"LFN",55.17
"1222","02820",43.69,"LFN",45.21
"1223","02821",46.53,"LFN",38.13
"1224","02822",48.46,"LFN",51.35
"1225","02823",30,"LUD",38.89
"1226","02824",38.27,"LFN",35.2
"1227","02826",42.95,"LFN",46.71
"1228","02827",34.25,"LFN",38.81
"1229","02828",23.53,"LFN",35.29
"1230","02829",20.69,"LFN",36.36
"1231","02830",44.66,"LFN",54.68
"1232","02831",41.11,"LFN",41.61
"1233","02832",46.99,"LFN",44.71
"1234","02833",37.39,"LFN",44.91
"1235","02834",48.8,"LFN",34.92
"1236","03001",47.96,"LFN",34
"1237","03002",35.6,"LFN",25.66
"1238","03003",42.29,"LUD",23.49
"1239","03004",55.81,"LUD",17.44
"1240","03005",54.08,"LUD",28.57
"1241","03006",56.58,"LFN",30.7
"1242","03007",43.87,"LUD",24.29
"1243","03008",47.57,"LUD",26.28
"1244","03009",43.53,"LFN",28.89
"1245","03010",46.35,"LUG",26.59
"1246","03011",46.57,"LUD",23.74
"1247","03012",40.67,"LUD",11.26
"1248","03013",47.74,"LUD",26.17
"1249","03014",45.38,"LUD",10.17
"1250","03015",47.74,"LUD",20.49
"1251","03016",44.44,"LFN",33.87
"1252","03017",45.25,"LUD",30.53
"1253","03018",45.04,"LFN",41.94
"1254","03019",52.22,"LFN",29.4
"1255","03020",38.32,"LUD",22.31
"1256","03021",43.32,"LFN",28.87
"1257","03022",40.75,"LFN",26.57
"1258","03023",45.03,"LUD",23.32
"1259","03024",56.57,"LFN",47.37
"1260","03025",49.7,"LUD",28.13
"1261","03026",40.5,"LUD",18.13
"1262","03027",51.91,"LUD",28.78
"1263","03028",42.76,"LFN",31.9
"1264","03029",47.9,"LFN",32.28
"1265","03030",50.89,"LUD",27.18
"1266","03031",38.77,"LUD",18.66
"1267","03032",52.2,"LFN",27.5
"1268","03033",44.03,"LUD",30.43
"1269","03034",50.9,"LFN",36.05
"1270","03035",41.57,"LUD",25.77
"1271","03036",45.69,"LUD",14.74
"1272","03037",44.38,"LFN",49.47
"1273","03038",48.03,"LUD",29.8
"1274","03039",51.96,"LUD",19.12
"1275","03040",41.14,"LUD",19.88
"1276","03041",44.86,"LFN",32.26
"1277","03042",51.89,"LFN",36
"1278","03043",46.3,"LFN",33.33
"1279","03044",49.67,"LUD",31.31
"1280","03045",56.48,"LUD",24.72
"1281","03046",48.55,"LCOM",22.52
"1282","03047",55.06,"LFN",37.5
"1283","03048",47.11,"LUD",19.22
"1284","03049",49.27,"LFN",29.09
"1285","03050",51.08,"LUD",28.4
"1286","03051",53.78,"LUG",25.71
"1287","03052",51.72,"LUD",22.87
"1288","03053",42.13,"LUD",23.29
"1289","03054",49.44,"LUD",27.06
"1290","03055",57.39,"LUD",26.77
"1291","03056",48.34,"LUG",21.6
"1292","03057",45.14,"LUD",26.67
"1293","03058",47.83,"LCOM",18.42
"1294","03059",44.27,"LFN",32.35
"1295","03060",48.1,"LUD",35.97
"1296","03061",51.18,"LFN",34.35
"1297","03062",41.38,"LUD",18.52
"1298","03063",60.81,"LFN",36.72
"1299","03064",36.55,"LFN",29.63
"1300","03065",48.24,"LUD",22.49
"1301","03066",55.59,"LUD",24.09
"1302","03067",44.85,"LUD",25.76
"1303","03068",53.45,"LFN",32.69
"1304","03069",39.73,"LCOM",19.33
"1305","03070",39.47,"LUD",25.81
"1306","03071",52.15,"LUD",16.09
"1307","03072",46.89,"LUD",24.42
"1308","03073",40.61,"LUG",22.22
"1309","03074",52.49,"LUD",20.24
"1310","03075",37.9,"LUD",23.68
"1311","03076",40.33,"LUD",29.52
"1312","03077",43.88,"LUD",23.53
"1313","03078",39.63,"LUD",19.2
"1314","03079",46.03,"LUD",26.96
"1315","03080",44.66,"LUD",26.82
"1316","03081",42.96,"LFN",25
"1317","03082",52.99,"LUD",22.44
"1318","03083",49.53,"LFN",28.92
"1319","03084",45.11,"LUD",19.37
"1320","03085",45.34,"LFN",30.9
"1321","03086",57.72,"LFN",41.67
"1322","03087",52.2,"LUG",28.65
"1323","03088",51.3,"LFN",40.8
"1324","03089",33.65,"LUG",17.19
"1325","03090",49.36,"LFN",34.78
"1326","03091",52.91,"LFN",40.14
"1327","03092",39.55,"LUD",25.33
"1328","03093",44.46,"LFN",33.25
"1329","03094",46.48,"LUD",26.52
"1330","03095",49,"LUD",25.43
"1331","03096",47.13,"LUD",17.07
"1332","03097",47.2,"LUD",26.83
"1333","03098",47.83,"LUD",22.88
"1334","03099",44.34,"LUD",19.77
"1335","03100",54.8,"LUD",24.67
"1336","03101",49.13,"LUG",24.11
"1337","03102",51.45,"LUD",23.2
"1338","03103",48.37,"LUD",24.94
"1339","03104",48.73,"LFN",29.77
"1340","03105",44.93,"LFN",36.11
"1341","03106",43.88,"LUD",26.17
"1342","03107",48.99,"LUD",21.53
"1343","03108",47.1,"LUD",24.22
"1344","03109",48.98,"LUD",26.64
"1345","03110",48.51,"LFN",27.41
"1346","03111",49.42,"LUD",28.67
"1347","03112",55.36,"LUD",33.33
"1348","03113",49.3,"LUD",23.53
"1349","03114",45.87,"LUD",24.41
"1350","03115",46.52,"LUD",26.81
"1351","03116",40.24,"LUD",24.47
"1352","03117",45.22,"LFN",23.63
"1353","03118",53.26,"LUD",25.06
"1354","03119",48.34,"LUD",31.84
"1355","03120",49.07,"LUD",31.47
"1356","03121",41.57,"LUD",26.91
"1357","03122",41.81,"LUG",21.21
"1358","03123",45.37,"LUD",25.47
"1359","03124",43.75,"LFN",34.88
"1360","03125",49.61,"LUD",31.03
"1361","03126",48.74,"LFN",32.99
"1362","03127",41.06,"LUD",22.14
"1363","03128",51.88,"LFN",28.11
"1364","03129",44.68,"LUD",24.31
"1365","03130",45.37,"LUD",21.55
"1366","03131",52.26,"LFN",38.8
"1367","03132",49.43,"LUD",28.02
"1368","03133",40.65,"LUD",21.55
"1369","03134",46.5,"LFN",32.93
"1370","03135",43.77,"LUD",27.81
"1371","03136",40.46,"LUD",26.76
"1372","03137",47.18,"LFN",30.77
"1373","03138",49.46,"LUD",24.7
"1374","03139",43.66,"LFN",45.51
"1375","03140",48.13,"LUD",18.14
"1376","03141",52.08,"LUD",29.07
"1377","03142",51.95,"LFN",38
"1378","03143",54.08,"LFN",45.24
"1379","03144",51.55,"LUD",21.18
"1380","03145",48.3,"LUD",23.86
"1381","03146",41.18,"LUD",18.42
"1382","03147",45.21,"LFN",35.14
"1383","03148",54.05,"LFN",40
"1384","03149",44.87,"LUD",17.96
"1385","03150",37.91,"LFN",28.7
"1386","03151",44.05,"LUD",22.99
"1387","03152",47.3,"LUG",22.52
"1388","03153",39.13,"LUD",17.97
"1389","03154",53.07,"LUD",26.04
"1390","03155",53.8,"LUD",22.93
"1391","03156",48.12,"LUD",28
"1392","03157",46.53,"LFN",32.45
"1393","03158",52.36,"LFN",30.28
"1394","03159",51.66,"LFN",33.08
"1395","03160",46.07,"LUD",30.15
"1396","03161",41.81,"LUD",15.95
"1397","03162",30.46,"LUD",22.88
"1398","03163",40.44,"LFN",40.62
"1399","03164",41.28,"LUD",31.71
"1400","03165",48.65,"LUD",24.39
"1401","03166",34.71,"LUD",23.65
"1402","03167",47.72,"LUD",30.17
"1403","03168",44.04,"LFN",34.71
"1404","03169",43.3,"LUD",21.01
"1405","03170",28.21,"LUD",13.41
"1406","03171",42,"LUD",18.35
"1407","03172",51.75,"LFN",29.17
"1408","03173",56.33,"LUD",31.55
"1409","03174",45.69,"LUD",26.88
"1410","03175",46.89,"LFN",35.48
"1411","03176",45.98,"LUD",27.31
"1412","03177",51.59,"LUD",15.93
"1413","03178",54.44,"LUD",17.76
